person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
55,48081,MORTGAGE,2.7,MEDICAL,B,22349,11.35,0.465,N,19,0
53,44626,RENT,2.6,DEBTCONSOLIDATION,A,29864,6.13,0.669,N,4,0
28,29986,RENT,0.5,HOMEIMPROVEMENT,C,8081,11.88,0.269,N,8,0
61,67978,RENT,0.0,HOMEIMPROVEMENT,A,27249,6.36,0.401,Y,24,0
47,41954,OTHER,11.4,PERSONAL,B,5729,12.4,0.137,N,6,0
30,40130,RENT,1.2,PERSONAL,C,948,12.62,0.024,N,2,0
33,64975,RENT,2.8,HOMEIMPROVEMENT,E,30337,18.92,0.467,N,19,0
58,55081,OWN,17.9,VENTURE,A,17517,9.23,0.318,N,8,1
38,33388,MORTGAGE,8.8,PERSONAL,A,27133,6.57,0.813,N,25,0
34,97524,RENT,0.6,EDUCATION,A,6386,7.02,0.065,N,23,0
47,25487,RENT,3.6,VENTURE,A,25790,5.41,1.012,N,4,0
43,27797,RENT,6.5,EDUCATION,F,22493,24.33,0.809,Y,20,1
27,70798,RENT,6.0,DEBTCONSOLIDATION,E,23999,18.09,0.339,Y,10,0
62,128428,RENT,7.2,DEBTCONSOLIDATION,D,28150,15.79,0.219,N,4,0
28,35682,RENT,3.1,DEBTCONSOLIDATION,C,1417,8.99,0.04,N,23,0
52,61515,MORTGAGE,1.0,MEDICAL,D,13998,15.8,0.228,N,4,0
52,25443,MORTGAGE,3.1,PERSONAL,A,7437,,0.292,N,14,0
38,29409,MORTGAGE,5.2,PERSONAL,A,9290,,0.316,N,27,0
22,91373,RENT,4.7,HOMEIMPROVEMENT,B,13763,7.91,0.151,Y,14,0
29,59944,RENT,0.4,PERSONAL,D,27376,16.65,0.457,N,20,0
59,92946,MORTGAGE,0.3,DEBTCONSOLIDATION,B,32554,7.72,0.35,N,29,0
61,89096,RENT,16.8,EDUCATION,B,14003,8.01,0.157,N,26,0
20,15533,OWN,0.8,VENTURE,A,502,6.69,0.032,N,25,0
48,25392,MORTGAGE,1.7,MEDICAL,C,5777,14.45,0.228,N,8,0
53,57008,MORTGAGE,7.3,VENTURE,E,27067,18.94,0.475,N,4,0
32,19275,RENT,2.6,EDUCATION,B,6539,10.36,0.339,N,12,0
20,27450,RENT,1.0,MEDICAL,C,24888,,0.907,N,22,0
53,107455,MORTGAGE,3.1,HOMEIMPROVEMENT,B,4646,9.19,0.043,N,2,0
48,36393,MORTGAGE,,PERSONAL,D,4262,17.06,0.117,N,3,0
32,72450,RENT,3.0,PERSONAL,B,19598,11.48,0.271,N,10,0
48,48267,OTHER,12.6,HOMEIMPROVEMENT,B,19356,11.33,0.401,Y,4,0
58,33726,RENT,,EDUCATION,B,24676,10.74,0.732,Y,6,1
43,19627,RENT,5.4,HOMEIMPROVEMENT,A,31820,7.39,1.621,N,5,1
45,55732,MORTGAGE,0.6,DEBTCONSOLIDATION,E,33885,17.28,0.608,N,9,0
36,109101,MORTGAGE,2.5,EDUCATION,F,18277,21.32,0.168,N,28,0
26,34257,OWN,6.8,MEDICAL,B,19348,,0.565,N,18,1
32,50905,RENT,1.3,VENTURE,A,31762,7.09,0.624,N,23,0
24,21250,RENT,4.5,VENTURE,C,2302,13.93,0.108,N,7,0
45,33870,MORTGAGE,0.8,HOMEIMPROVEMENT,B,8855,9.6,0.261,N,25,0
22,59129,RENT,0.5,PERSONAL,A,25710,5.0,0.435,N,18,0
26,73794,RENT,3.7,HOMEIMPROVEMENT,A,9647,8.51,0.131,N,21,0
58,66554,MORTGAGE,5.6,PERSONAL,E,27195,17.92,0.409,N,18,1
20,16036,RENT,0.6,HOMEIMPROVEMENT,D,11098,14.99,0.692,N,15,0
36,38127,MORTGAGE,12.5,HOMEIMPROVEMENT,D,21528,16.77,0.565,N,26,1
62,28796,RENT,1.3,VENTURE,B,14865,9.38,0.516,N,7,1
44,41358,MORTGAGE,0.6,DEBTCONSOLIDATION,D,22915,,0.554,Y,24,1
22,46112,MORTGAGE,1.1,PERSONAL,C,33986,13.4,0.737,Y,18,0
34,88123,RENT,0.9,DEBTCONSOLIDATION,B,32409,,0.368,N,27,0
48,57663,RENT,0.5,DEBTCONSOLIDATION,D,20347,15.7,0.353,Y,5,1
62,106916,RENT,8.0,DEBTCONSOLIDATION,G,17878,25.15,0.167,N,28,0
51,33365,RENT,3.4,VENTURE,E,21500,21.79,0.644,N,24,1
45,22485,MORTGAGE,2.5,DEBTCONSOLIDATION,D,14088,,0.627,Y,21,1
35,109139,OTHER,15.0,PERSONAL,D,32412,17.15,0.297,N,15,0
44,62218,MORTGAGE,2.3,MEDICAL,C,12038,13.58,0.193,N,28,0
47,32571,MORTGAGE,0.9,DEBTCONSOLIDATION,D,10988,18.03,0.337,N,22,0
28,62367,RENT,1.6,DEBTCONSOLIDATION,B,10851,11.16,0.174,N,18,0
20,77605,RENT,1.4,MEDICAL,A,8259,8.67,0.106,N,15,0
48,52342,OWN,3.5,DEBTCONSOLIDATION,D,1541,17.71,0.029,Y,4,0
41,32827,OWN,1.7,MEDICAL,E,14704,19.92,0.448,Y,9,1
35,38457,MORTGAGE,3.6,EDUCATION,B,5302,10.75,0.138,N,28,0
60,57517,RENT,5.5,VENTURE,D,12986,,0.226,N,14,0
63,54687,MORTGAGE,7.5,VENTURE,A,21067,9.43,0.385,Y,29,0
60,95486,RENT,6.2,MEDICAL,F,12195,22.04,0.128,N,15,0
26,42118,MORTGAGE,1.2,HOMEIMPROVEMENT,C,18805,11.76,0.446,N,29,1
33,28851,MORTGAGE,0.6,VENTURE,C,3369,13.54,0.117,N,13,0
48,202274,RENT,3.9,PERSONAL,D,31322,15.86,0.155,Y,26,0
38,53958,OTHER,1.1,VENTURE,D,25750,14.87,0.477,N,9,1
38,77562,OTHER,0.4,VENTURE,E,2736,17.94,0.035,N,12,0
21,65317,OWN,3.7,PERSONAL,E,7014,,0.107,N,29,0
60,54318,MORTGAGE,2.0,MEDICAL,A,5423,7.2,0.1,N,21,0
64,43249,RENT,7.1,MEDICAL,A,27349,5.37,0.632,N,13,0
34,10487,MORTGAGE,1.9,PERSONAL,D,2852,15.59,0.272,Y,27,1
22,27316,RENT,,VENTURE,F,21770,23.2,0.797,Y,2,1
30,58748,RENT,7.1,DEBTCONSOLIDATION,B,18743,6.94,0.319,N,21,0
65,10988,RENT,0.3,VENTURE,A,18934,,1.723,N,23,0
49,50990,MORTGAGE,3.6,MEDICAL,B,2543,10.04,0.05,N,3,0
59,70521,RENT,4.1,DEBTCONSOLIDATION,B,21558,10.79,0.306,N,24,1
37,77520,RENT,5.9,EDUCATION,D,3228,15.75,0.042,N,20,0
21,68117,RENT,3.4,MEDICAL,A,24995,6.54,0.367,N,25,0
51,83043,MORTGAGE,3.3,PERSONAL,A,32882,,0.396,N,5,0
27,118549,MORTGAGE,2.3,DEBTCONSOLIDATION,E,17325,18.94,0.146,N,26,0
41,89577,RENT,1.6,EDUCATION,A,22125,9.12,0.247,Y,13,0
25,54625,OWN,14.6,EDUCATION,D,9317,,0.171,N,2,0
31,45522,RENT,1.9,PERSONAL,B,31904,10.98,0.701,Y,11,1
59,52211,MORTGAGE,0.3,DEBTCONSOLIDATION,C,6613,13.09,0.127,Y,2,0
55,42128,MORTGAGE,0.9,HOMEIMPROVEMENT,A,8055,9.26,0.191,N,6,0
34,90641,MORTGAGE,9.7,MEDICAL,B,34785,9.33,0.384,N,26,0
47,67148,RENT,4.4,VENTURE,B,29410,8.62,0.438,N,23,0
64,39751,OWN,7.5,DEBTCONSOLIDATION,D,22931,15.89,0.577,N,12,1
37,101544,OWN,8.3,MEDICAL,C,4312,12.68,0.042,N,3,0
21,41750,MORTGAGE,8.7,PERSONAL,A,8876,6.83,0.213,N,10,0
32,29138,MORTGAGE,4.0,VENTURE,D,8886,18.37,0.305,N,13,0
64,48732,RENT,1.0,HOMEIMPROVEMENT,A,15898,6.05,0.326,N,8,0
34,31154,MORTGAGE,0.8,PERSONAL,E,3652,18.93,0.117,N,17,1
39,82035,RENT,4.3,MEDICAL,A,22653,5.04,0.276,N,22,0
48,30792,MORTGAGE,2.3,EDUCATION,B,23720,12.27,0.77,N,8,1
61,46006,RENT,4.1,PERSONAL,A,23092,5.0,0.502,N,28,0
48,82194,MORTGAGE,3.5,PERSONAL,C,13926,,0.169,N,10,0
22,33133,RENT,4.6,MEDICAL,B,28709,8.39,0.866,Y,25,0
38,61459,RENT,0.2,HOMEIMPROVEMENT,B,2398,8.33,0.039,N,9,0
22,28699,RENT,0.2,MEDICAL,A,10185,5.94,0.355,N,10,0
33,56073,RENT,6.4,MEDICAL,E,18782,17.68,0.335,N,28,0
59,66969,MORTGAGE,1.1,HOMEIMPROVEMENT,D,23294,,0.348,N,20,0
23,47897,MORTGAGE,5.3,HOMEIMPROVEMENT,C,13523,,0.282,N,18,1
30,49933,MORTGAGE,4.0,PERSONAL,C,22715,14.25,0.455,N,13,0
50,62579,MORTGAGE,20.0,EDUCATION,C,15817,14.6,0.253,Y,13,0
62,42012,MORTGAGE,9.0,MEDICAL,A,29570,8.99,0.704,N,5,0
51,79957,RENT,2.7,EDUCATION,E,13159,17.16,0.165,Y,10,1
46,104206,RENT,4.8,HOMEIMPROVEMENT,B,8287,9.06,0.08,N,11,0
49,29460,RENT,0.6,HOMEIMPROVEMENT,C,34453,12.42,1.169,Y,18,1
62,129557,MORTGAGE,2.4,MEDICAL,C,32391,12.32,0.25,N,11,0
21,41484,RENT,6.6,PERSONAL,C,22508,13.96,0.543,Y,13,1
28,146809,RENT,4.9,MEDICAL,E,31014,,0.211,N,18,0
47,41795,MORTGAGE,3.3,PERSONAL,B,4434,8.89,0.106,N,7,1
50,72334,OWN,1.0,VENTURE,D,30792,15.66,0.426,N,5,1
53,72121,MORTGAGE,8.1,PERSONAL,C,1937,12.96,0.027,N,17,0
34,39615,MORTGAGE,1.6,MEDICAL,A,21987,6.79,0.555,N,18,0
44,51018,MORTGAGE,8.6,MEDICAL,B,8529,,0.167,N,17,0
55,108222,MORTGAGE,4.7,PERSONAL,D,25533,,0.236,N,5,0
27,41060,MORTGAGE,2.3,EDUCATION,B,28407,10.9,0.692,N,28,0
28,38962,MORTGAGE,0.2,PERSONAL,B,24876,8.58,0.638,Y,7,0
56,25993,RENT,1.3,VENTURE,B,30160,10.85,1.16,Y,9,0
64,116093,RENT,11.0,VENTURE,C,22697,13.29,0.196,N,10,0
58,37630,RENT,8.5,EDUCATION,E,18935,17.97,0.503,N,27,1
51,94844,MORTGAGE,4.3,VENTURE,A,26866,7.61,0.283,N,29,0
36,35215,OWN,3.1,MEDICAL,B,20259,,0.575,Y,7,0
54,93220,RENT,5.2,EDUCATION,B,33418,10.68,0.358,N,15,0
56,76393,RENT,3.1,EDUCATION,B,24934,9.06,0.326,Y,14,0
38,43233,OWN,5.2,EDUCATION,E,12216,19.13,0.283,N,19,0
63,32733,MORTGAGE,1.8,DEBTCONSOLIDATION,A,4500,6.94,0.137,N,29,0
48,34229,MORTGAGE,9.1,PERSONAL,A,9613,6.26,0.281,N,23,0
26,33989,OWN,6.1,PERSONAL,D,34222,15.62,1.007,N,18,1
47,88066,MORTGAGE,2.0,EDUCATION,A,584,,0.007,Y,18,0
28,53536,MORTGAGE,8.9,VENTURE,C,9109,,0.17,N,18,0
47,26547,RENT,3.3,DEBTCONSOLIDATION,D,12941,15.16,0.487,N,23,1
25,42673,RENT,1.0,DEBTCONSOLIDATION,A,11453,6.91,0.268,N,16,1
48,45612,RENT,0.4,MEDICAL,A,22249,5.0,0.488,Y,16,0
36,15116,MORTGAGE,6.0,MEDICAL,A,9064,6.18,0.6,N,29,1
35,43998,OWN,10.0,PERSONAL,A,24402,7.76,0.555,N,12,0
42,72966,OTHER,8.2,HOMEIMPROVEMENT,A,14893,7.57,0.204,N,8,0
50,45447,OWN,,EDUCATION,E,5364,19.52,0.118,N,18,0
22,56383,RENT,,HOMEIMPROVEMENT,D,16507,15.97,0.293,N,13,0
40,63990,OWN,0.5,MEDICAL,A,26829,7.3,0.419,N,20,0
45,40601,MORTGAGE,2.1,PERSONAL,E,10501,20.73,0.259,N,20,0
55,73270,RENT,9.7,PERSONAL,A,5592,5.89,0.076,Y,8,0
61,109274,MORTGAGE,16.3,PERSONAL,C,11088,14.47,0.101,N,21,0
56,21202,RENT,1.4,PERSONAL,A,34471,5.94,1.626,N,10,1
41,40551,RENT,7.2,PERSONAL,A,16694,7.36,0.412,Y,26,0
61,176537,MORTGAGE,4.3,EDUCATION,D,15730,14.97,0.089,N,27,0
31,53842,MORTGAGE,0.2,DEBTCONSOLIDATION,B,20555,11.02,0.382,N,5,0
61,48090,RENT,,HOMEIMPROVEMENT,C,29948,11.45,0.623,N,20,1
32,42534,MORTGAGE,8.2,DEBTCONSOLIDATION,B,30558,8.79,0.718,N,14,0
30,98808,OWN,1.6,MEDICAL,A,32547,6.87,0.329,N,23,0
35,29247,MORTGAGE,11.4,MEDICAL,D,8049,15.05,0.275,N,16,0
27,81584,RENT,1.3,DEBTCONSOLIDATION,D,24897,15.15,0.305,N,10,0
59,42099,RENT,0.4,PERSONAL,A,17009,6.86,0.404,N,11,0
59,32454,RENT,0.9,PERSONAL,B,30375,8.5,0.936,N,9,1
64,43169,OTHER,9.1,DEBTCONSOLIDATION,C,16753,13.15,0.388,N,8,0
21,47786,RENT,2.7,PERSONAL,C,20574,,0.431,N,8,0
49,37281,MORTGAGE,8.0,DEBTCONSOLIDATION,C,4097,11.11,0.11,N,22,1
49,90402,MORTGAGE,,VENTURE,C,3077,13.29,0.034,Y,10,0
31,32593,OWN,3.3,MEDICAL,F,11590,22.24,0.356,N,19,1
29,52946,MORTGAGE,,PERSONAL,B,2110,10.52,0.04,N,14,0
63,65879,MORTGAGE,2.8,HOMEIMPROVEMENT,C,5796,13.14,0.088,Y,28,0
30,52646,RENT,8.1,VENTURE,C,16440,13.42,0.312,N,17,0
34,74961,RENT,0.5,EDUCATION,C,21704,13.42,0.29,N,22,0
35,38620,OWN,,VENTURE,B,20916,,0.542,N,6,0
36,69040,OWN,6.1,VENTURE,C,4353,,0.063,N,6,0
45,70173,OWN,11.5,VENTURE,C,11059,14.85,0.158,N,9,1
21,83488,OWN,1.3,HOMEIMPROVEMENT,C,33658,14.57,0.403,N,16,0
31,17376,MORTGAGE,4.6,MEDICAL,A,12842,6.86,0.739,N,14,0
45,64859,MORTGAGE,2.8,PERSONAL,B,14638,9.25,0.226,N,2,0
42,80474,MORTGAGE,2.4,HOMEIMPROVEMENT,E,16067,20.52,0.2,Y,13,1
37,39092,MORTGAGE,0.6,HOMEIMPROVEMENT,E,30786,,0.788,N,28,0
51,36268,RENT,0.7,DEBTCONSOLIDATION,D,21130,15.97,0.583,N,16,0
57,33330,RENT,9.1,PERSONAL,C,21892,,0.657,N,5,1
22,27789,OTHER,6.9,DEBTCONSOLIDATION,A,22901,,0.824,N,18,1
57,70697,RENT,2.4,DEBTCONSOLIDATION,B,30393,10.64,0.43,N,22,0
22,171965,OWN,8.8,VENTURE,A,9626,5.0,0.056,N,24,0
49,36105,RENT,0.4,DEBTCONSOLIDATION,D,26319,,0.729,Y,3,1
20,37926,RENT,4.9,EDUCATION,B,20259,10.87,0.534,Y,19,0
49,49437,RENT,10.1,VENTURE,D,12453,14.95,0.252,N,13,0
64,20310,RENT,9.1,VENTURE,D,29575,,1.456,Y,24,1
51,33438,RENT,2.3,DEBTCONSOLIDATION,E,15198,19.62,0.455,N,3,1
47,47508,RENT,6.8,DEBTCONSOLIDATION,D,20949,16.69,0.441,Y,13,1
40,29981,MORTGAGE,2.8,MEDICAL,C,19793,12.39,0.66,N,28,0
65,94711,RENT,9.2,VENTURE,C,13262,13.92,0.14,N,19,0
32,24062,RENT,3.8,EDUCATION,B,727,12.22,0.03,N,17,0
46,80463,RENT,,HOMEIMPROVEMENT,A,11086,6.41,0.138,N,23,0
55,109938,MORTGAGE,0.4,DEBTCONSOLIDATION,A,24226,6.2,0.22,N,6,0
26,60472,MORTGAGE,4.5,VENTURE,A,34075,,0.563,N,18,0
41,45451,MORTGAGE,,HOMEIMPROVEMENT,E,6860,19.33,0.151,N,12,0
29,56131,RENT,4.7,DEBTCONSOLIDATION,A,12763,5.76,0.227,N,8,0
58,38472,RENT,5.9,MEDICAL,C,6016,12.45,0.156,Y,19,0
34,15997,MORTGAGE,,DEBTCONSOLIDATION,A,11753,8.75,0.735,Y,3,0
34,28607,MORTGAGE,7.7,EDUCATION,F,16521,23.36,0.578,Y,29,1
23,48720,RENT,1.2,PERSONAL,B,16998,,0.349,N,4,0
51,29220,MORTGAGE,8.7,PERSONAL,B,27326,12.24,0.935,N,10,0
42,39057,RENT,0.7,DEBTCONSOLIDATION,B,6951,9.48,0.178,Y,2,1
25,63802,RENT,4.9,MEDICAL,D,26818,16.4,0.42,N,29,0
43,53091,MORTGAGE,10.7,EDUCATION,A,28036,7.05,0.528,N,29,1
39,87742,MORTGAGE,0.5,DEBTCONSOLIDATION,D,13682,17.1,0.156,N,29,0
56,57629,RENT,9.5,HOMEIMPROVEMENT,C,4661,11.63,0.081,N,25,0
39,59523,RENT,8.0,MEDICAL,A,32172,6.37,0.54,N,19,0
31,33131,OWN,3.5,VENTURE,A,13412,5.9,0.405,N,16,0
52,23573,MORTGAGE,1.8,HOMEIMPROVEMENT,D,638,14.73,0.027,N,12,0
47,39061,OWN,2.6,DEBTCONSOLIDATION,A,27455,6.11,0.703,N,26,0
27,32861,MORTGAGE,17.3,VENTURE,E,11628,18.0,0.354,N,6,1
20,44724,MORTGAGE,1.1,VENTURE,A,11571,7.77,0.259,N,10,0
56,27273,RENT,4.3,HOMEIMPROVEMENT,C,4866,12.54,0.178,N,15,0
41,77914,RENT,0.4,VENTURE,C,17949,12.7,0.23,N,28,0
25,32794,RENT,1.2,PERSONAL,C,26696,10.8,0.814,N,13,0
40,40131,MORTGAGE,7.2,HOMEIMPROVEMENT,B,24567,11.19,0.612,N,11,0
51,48479,RENT,1.8,MEDICAL,E,21916,16.94,0.452,N,10,1
54,90921,MORTGAGE,21.3,PERSONAL,D,23289,16.11,0.256,N,22,0
34,128963,RENT,3.5,MEDICAL,B,27034,11.59,0.21,N,3,0
24,133932,RENT,3.6,EDUCATION,C,22724,14.84,0.17,N,10,0
65,24221,RENT,0.2,MEDICAL,C,9421,11.34,0.389,N,16,1
25,39925,RENT,15.7,HOMEIMPROVEMENT,F,21735,21.79,0.544,N,25,1
44,35959,RENT,1.0,MEDICAL,E,8549,19.92,0.238,N,20,1
65,60094,RENT,3.9,EDUCATION,A,24154,6.51,0.402,N,17,0
59,58110,RENT,,VENTURE,A,22547,8.3,0.388,N,2,0
48,35573,MORTGAGE,2.7,HOMEIMPROVEMENT,G,19786,22.55,0.556,N,22,1
26,34061,MORTGAGE,5.2,DEBTCONSOLIDATION,A,33318,7.18,0.978,N,19,0
59,28322,RENT,5.4,PERSONAL,F,24289,22.54,0.858,N,26,1
32,11386,MORTGAGE,0.8,PERSONAL,C,25115,11.62,2.206,N,6,1
57,24004,MORTGAGE,3.5,MEDICAL,A,22906,,0.954,N,8,0
37,78962,RENT,7.8,PERSONAL,B,6866,8.77,0.087,N,2,0
21,109709,MORTGAGE,2.9,EDUCATION,B,8655,11.95,0.079,N,18,0
27,102880,MORTGAGE,0.9,DEBTCONSOLIDATION,D,13394,15.61,0.13,N,16,0
30,80827,RENT,1.9,PERSONAL,B,30594,,0.379,N,9,0
52,28097,OWN,1.2,MEDICAL,B,31365,8.76,1.116,N,15,0
57,25599,MORTGAGE,0.7,PERSONAL,E,15269,,0.596,N,9,1
46,18104,OTHER,2.4,VENTURE,A,10621,6.15,0.587,Y,17,0
39,35569,MORTGAGE,,VENTURE,C,21208,13.36,0.596,Y,13,1
31,51426,RENT,0.4,PERSONAL,B,29625,10.31,0.576,N,25,0
62,28161,RENT,4.6,HOMEIMPROVEMENT,A,21373,6.89,0.759,N,8,0
50,62137,MORTGAGE,24.8,DEBTCONSOLIDATION,A,24346,7.2,0.392,Y,6,0
46,70159,OTHER,16.6,PERSONAL,B,3229,8.69,0.046,N,2,0
51,37760,MORTGAGE,8.8,VENTURE,A,30223,5.76,0.8,N,25,0
29,23458,OWN,1.5,VENTURE,B,17484,11.45,0.745,N,27,0
22,104768,RENT,0.1,EDUCATION,C,32316,12.11,0.308,N,12,0
64,49977,RENT,9.0,MEDICAL,C,9004,13.36,0.18,N,24,0
46,142580,OWN,0.3,EDUCATION,C,13840,10.24,0.097,N,13,0
54,51575,MORTGAGE,1.2,HOMEIMPROVEMENT,B,32554,10.51,0.631,N,15,1
50,53595,OTHER,3.9,MEDICAL,A,33930,8.39,0.633,N,13,0
34,28840,MORTGAGE,1.0,PERSONAL,A,6277,7.15,0.218,Y,13,0
35,38833,RENT,9.0,PERSONAL,B,16269,10.2,0.419,Y,4,0
32,20798,MORTGAGE,7.5,HOMEIMPROVEMENT,E,19931,20.88,0.958,N,8,1
54,23412,OWN,7.0,DEBTCONSOLIDATION,A,23256,7.34,0.993,N,22,1
30,73691,MORTGAGE,8.5,VENTURE,B,34999,9.18,0.475,N,27,0
40,41964,RENT,1.2,DEBTCONSOLIDATION,D,22452,15.47,0.535,N,28,0
30,38852,RENT,6.5,PERSONAL,C,17325,12.27,0.446,Y,11,1
49,32622,MORTGAGE,2.2,EDUCATION,F,910,23.17,0.028,N,11,0
54,39654,RENT,5.5,VENTURE,A,8800,8.55,0.222,N,5,0
41,91416,MORTGAGE,0.7,PERSONAL,A,8169,8.28,0.089,N,18,0
57,53067,RENT,6.1,VENTURE,B,20057,9.13,0.378,N,11,0
50,25616,RENT,17.9,DEBTCONSOLIDATION,A,15256,7.09,0.596,Y,3,1
33,86397,MORTGAGE,0.2,MEDICAL,C,6368,13.84,0.074,N,19,0
43,126597,MORTGAGE,0.5,PERSONAL,E,19820,17.6,0.157,N,27,0
51,64349,MORTGAGE,0.7,PERSONAL,C,8578,14.09,0.133,Y,29,1
55,80034,RENT,,VENTURE,A,21713,8.02,0.271,N,3,1
51,95935,OWN,1.7,MEDICAL,A,11151,7.72,0.116,Y,10,0
34,19709,RENT,8.2,EDUCATION,E,2226,19.99,0.113,N,23,1
62,136673,RENT,3.2,MEDICAL,B,20049,9.9,0.147,N,14,0
54,89710,OWN,3.3,EDUCATION,E,983,18.0,0.011,N,6,0
22,64142,MORTGAGE,6.3,HOMEIMPROVEMENT,D,7463,17.4,0.116,Y,27,0
35,45752,RENT,,DEBTCONSOLIDATION,G,21023,25.05,0.459,N,21,1
24,23494,OTHER,2.2,MEDICAL,E,23085,18.37,0.983,N,10,1
40,40852,MORTGAGE,7.1,EDUCATION,B,1106,10.15,0.027,Y,16,1
29,62731,OWN,,VENTURE,D,5761,16.15,0.092,N,26,0
38,26704,MORTGAGE,0.1,EDUCATION,B,26545,9.44,0.994,N,27,1
44,47175,MORTGAGE,0.8,HOMEIMPROVEMENT,A,12522,7.65,0.265,N,29,0
23,25566,RENT,,EDUCATION,A,19945,9.3,0.78,N,24,1
48,39674,RENT,2.2,DEBTCONSOLIDATION,B,2317,8.51,0.058,Y,22,0
38,23296,MORTGAGE,1.7,MEDICAL,A,17835,5.54,0.766,Y,23,1
62,21987,MORTGAGE,5.5,EDUCATION,A,3306,8.48,0.15,N,20,0
21,59103,RENT,8.8,MEDICAL,B,26584,10.95,0.45,N,19,1
29,35636,RENT,1.1,HOMEIMPROVEMENT,F,31730,24.0,0.89,Y,11,1
62,37526,RENT,4.1,EDUCATION,C,29180,15.27,0.778,N,11,0
44,34599,OWN,2.3,EDUCATION,B,12109,10.93,0.35,N,5,0
39,219194,MORTGAGE,,HOMEIMPROVEMENT,A,19829,5.62,0.09,N,4,0
38,68463,MORTGAGE,4.8,DEBTCONSOLIDATION,A,29651,7.43,0.433,Y,21,0
42,72628,OWN,11.2,EDUCATION,C,8032,12.58,0.111,N,27,0
43,32000,MORTGAGE,1.1,MEDICAL,D,7993,16.6,0.25,Y,12,0
30,64706,OTHER,0.5,DEBTCONSOLIDATION,B,32071,9.12,0.496,N,18,0
65,43250,RENT,4.9,PERSONAL,C,9824,13.66,0.227,N,2,0
53,31859,RENT,2.5,DEBTCONSOLIDATION,C,19767,13.88,0.62,N,23,0
47,141633,RENT,0.9,PERSONAL,A,32076,7.36,0.226,N,12,0
24,67173,MORTGAGE,0.6,MEDICAL,B,21522,10.53,0.32,N,27,0
24,65335,OWN,4.1,EDUCATION,C,2618,13.9,0.04,Y,5,1
40,28725,MORTGAGE,1.8,MEDICAL,C,18082,12.12,0.629,Y,17,1
31,24376,RENT,29.8,HOMEIMPROVEMENT,A,32081,7.39,1.316,N,3,0
23,47493,MORTGAGE,2.6,MEDICAL,A,19974,6.93,0.421,N,4,0
61,35759,MORTGAGE,1.2,PERSONAL,C,26828,14.37,0.75,N,25,1
39,68662,RENT,5.0,DEBTCONSOLIDATION,A,11856,7.97,0.173,N,7,0
57,71224,MORTGAGE,1.4,VENTURE,D,26152,15.34,0.367,N,19,0
44,50819,OWN,3.4,HOMEIMPROVEMENT,A,26097,7.87,0.514,N,24,0
33,77284,MORTGAGE,3.3,EDUCATION,A,32728,8.68,0.423,N,19,0
30,54519,MORTGAGE,3.0,DEBTCONSOLIDATION,B,33854,10.51,0.621,N,2,0
51,30350,RENT,8.0,MEDICAL,E,24695,18.63,0.814,N,6,0
30,43956,RENT,1.2,HOMEIMPROVEMENT,D,3986,,0.091,N,13,0
37,52820,MORTGAGE,11.7,PERSONAL,E,30438,,0.576,N,27,1
46,81708,MORTGAGE,7.8,EDUCATION,B,4383,11.34,0.054,N,26,0
37,55476,RENT,2.0,MEDICAL,D,32134,14.38,0.579,Y,6,1
42,35799,RENT,1.0,DEBTCONSOLIDATION,D,11098,14.78,0.31,N,2,0
30,83399,OWN,1.6,MEDICAL,B,20761,10.12,0.249,N,19,0
40,60440,MORTGAGE,2.0,EDUCATION,G,4541,,0.075,Y,21,1
63,114705,MORTGAGE,4.1,DEBTCONSOLIDATION,D,20069,17.77,0.175,N,6,1
24,51431,RENT,0.2,VENTURE,F,21502,22.44,0.418,Y,19,1
42,27707,RENT,12.3,VENTURE,E,13889,18.68,0.501,N,4,0
60,93651,RENT,0.5,HOMEIMPROVEMENT,D,20984,15.68,0.224,N,23,0
44,35694,MORTGAGE,1.6,MEDICAL,F,6285,20.18,0.176,N,23,1
60,57669,RENT,0.6,HOMEIMPROVEMENT,B,4898,11.73,0.085,N,27,0
29,54292,MORTGAGE,1.5,EDUCATION,D,2475,17.06,0.046,N,2,0
41,50266,OTHER,9.1,DEBTCONSOLIDATION,A,27080,7.33,0.539,N,11,0
38,44649,RENT,4.8,HOMEIMPROVEMENT,D,14925,17.72,0.334,N,25,0
20,19758,MORTGAGE,1.3,MEDICAL,D,11301,17.29,0.572,Y,28,0
26,28249,MORTGAGE,10.3,VENTURE,C,23382,13.65,0.828,N,23,0
23,90868,OWN,8.1,VENTURE,D,12989,15.96,0.143,N,20,0
20,62058,OWN,7.0,EDUCATION,B,21933,10.05,0.353,N,19,0
34,140100,RENT,9.4,PERSONAL,C,10383,11.23,0.074,N,16,0
59,27702,RENT,4.8,HOMEIMPROVEMENT,A,5714,8.29,0.206,Y,28,0
31,48201,MORTGAGE,3.5,EDUCATION,A,21674,6.76,0.45,N,26,0
41,92944,MORTGAGE,2.3,VENTURE,C,17709,14.28,0.191,N,12,0
41,35910,RENT,1.3,MEDICAL,C,21992,13.88,0.612,N,25,1
36,37535,MORTGAGE,4.1,MEDICAL,A,28845,7.12,0.768,N,4,1
48,41716,MORTGAGE,11.0,DEBTCONSOLIDATION,A,12784,8.01,0.306,N,8,0
